[Info   :BoboBay.Archipelago] [APDebug] Found 940 ItemScriptableObjects:
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Leftover Pizza' | Title: 'Leftover Pizza' | Type: Snack | Price: 1
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Gators_Camo' | Title: 'Gators' | Type: Accessory | Price: 300
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PandaBear_Arms' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Backpack_E_Blue' | Title: 'Serious Backpack' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'CyclingGlasses_BlueFrame_ClearLens' | Title: 'Cycling Glasses' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Backpack_H_Brown' | Title: 'Nice Backpack' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Juice_Run' | Title: 'Run Juice' | Type: Juice | Price: 250
[Info   :BoboBay.Archipelago] [APDebug] Item: 'FancyMask_Gold' | Title: 'Masquerade Mask' | Type: Accessory | Price: 850
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Backpack_D_Blue_Black' | Title: 'Cute Backpack' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Backpack_G_White_Red' | Title: 'Classic Backpack' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Backpack_G_Blue_Purple' | Title: 'Classic Backpack' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'CowboyHat_Blue' | Title: 'Cowboy Hat' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'HeadbandWithBow_Pink' | Title: 'Headband' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Backpack_B_Blue' | Title: 'Cool Backpack' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Backpack_B_Red' | Title: 'Cool Backpack' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'SunWukongHeadpiece_Gold' | Title: 'Sun Wukong Headpiece' | Type: Accessory | Price: 500
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Backpack_H_Blue' | Title: 'Nice Backpack' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BucketHat_Tan' | Title: 'Bucket Hat' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'T-Rex_Arms' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'SteamPunkHat_White' | Title: 'Steam Punk Hat' | Type: Accessory | Price: 750
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Axolotl_Cracker' | Title: 'Axolotl Cracker' | Type: Snack | Price: 300
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Headband_Blue' | Title: 'Headband' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Backpack_F_Red' | Title: 'Spot Backpack' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'AnubisMask' | Title: 'Anubis Mask' | Type: Accessory | Price: 400
[Info   :BoboBay.Archipelago] [APDebug] Item: 'HeadbandWithBow_Purple' | Title: 'Headband' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Juicy Leafberry' | Title: 'Juicy Leafberry' | Type: Snack | Price: 70
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BucketHat_White' | Title: 'Bucket Hat' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Crab_Cracker' | Title: 'Crab Cracker' | Type: Snack | Price: 250
[Info   :BoboBay.Archipelago] [APDebug] Item: 'DivingHelmet' | Title: 'Diving Helmet' | Type: Accessory | Price: 900
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Bobo_Cracker' | Title: 'Bobo Cracker' | Type: Snack | Price: 125
[Info   :BoboBay.Archipelago] [APDebug] Item: 'GrindShoes_Blue' | Title: 'Grind Shoes' | Type: Accessory | Price: 1500
[Info   :BoboBay.Archipelago] [APDebug] Item: 'VPopStarWig_Blue' | Title: 'Virtual Pop Star Wig' | Type: Accessory | Price: 1000
[Info   :BoboBay.Archipelago] [APDebug] Item: 'NapSack_Orange' | Title: 'Drawstring Bag' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'SunHat_Striped' | Title: 'Sun Hat' | Type: Accessory | Price: 220
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Beaver Cracker' | Title: 'Beaver Cracker' | Type: Snack | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Gators_Blue' | Title: 'Gators' | Type: Accessory | Price: 300
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Mouse_Tail' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Backpack_C_Blue' | Title: 'Sleek Backpack' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'TeddyBear' | Title: 'Teady Bear Hat' | Type: Accessory | Price: 500
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Tie_Purple' | Title: 'Tie' | Type: Accessory | Price: 450
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BaseballCap_White' | Title: 'Baseball Cap' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Flippers_White' | Title: 'Flippers' | Type: Accessory | Price: 350
[Info   :BoboBay.Archipelago] [APDebug] Item: 'SeedPacket_Coral de amor' | Title: 'Coral de amor Seeds' | Type: Seed | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Backpack_H_Red' | Title: 'Nice Backpack' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BucketHat_Coral' | Title: 'Bucket Hat' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'KnitHat_Orange' | Title: 'Knit Hat' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Scarf_Blue' | Title: 'Scarf' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Butterfly_Cracker' | Title: 'Butterfly Cracker' | Type: Snack | Price: 300
[Info   :BoboBay.Archipelago] [APDebug] Item: 'WizardHat_Purple' | Title: 'Wizard Hat' | Type: Accessory | Price: 650
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Bandana_Gray' | Title: 'Bandana' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Field Rations' | Title: 'Field Rations' | Type: Snack | Price: 190
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Sneakers_A_Yellow' | Title: 'New Sneakers' | Type: Accessory | Price: 300
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PharaohHead' | Title: 'Pharaoh Headpiece' | Type: Accessory | Price: 400
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Backpack_H_Gray' | Title: 'Nice Backpack' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'SheriffBadge' | Title: 'Sheriff Badge' | Type: Accessory | Price: 140
[Info   :BoboBay.Archipelago] [APDebug] Item: 'ClassicPartyHat_Yellow' | Title: 'Classic Party Hat' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'UmbrellaHat' | Title: 'Umbrella Hat' | Type: Accessory | Price: 400
[Info   :BoboBay.Archipelago] [APDebug] Item: 'GrindShoes_Black' | Title: 'Grind Shoes' | Type: Accessory | Price: 1500
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PirateHat_Red' | Title: 'Pirate Hat' | Type: Accessory | Price: 450
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Juicy Sunwelon' | Title: 'Juicy Sunwelon' | Type: Snack | Price: 85
[Info   :BoboBay.Archipelago] [APDebug] Item: 'CyclingGlasses_GreenFrame_OrangeLens' | Title: 'Cycling Glasses' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'KnitHat_Green' | Title: 'Knit Hat' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Backpack_F_Yellow' | Title: 'Spot Backpack' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'DarkGlasses_Red' | Title: 'Sassy Sunglasses' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Bandana_Blue' | Title: 'Bandana' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Sneakers_A_Blue' | Title: 'New Sneakers' | Type: Accessory | Price: 300
[Info   :BoboBay.Archipelago] [APDebug] Item: 'SwimGoggles_White' | Title: 'Swim Goggles' | Type: Accessory | Price: 300
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Headband_White' | Title: 'Headband' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'SleepMask_Blue' | Title: 'Sleep Mask' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'SleepMask_Purple' | Title: 'Sleep Mask' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PandaBear_Cracker' | Title: 'Panda Bear Cracker' | Type: Snack | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Juicy Coral de amor' | Title: 'Juicy Coral de amor' | Type: Snack | Price: 85
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Gators_Pink' | Title: 'Gators' | Type: Accessory | Price: 300
[Info   :BoboBay.Archipelago] [APDebug] Item: 'HeadbandWithBow_Blue' | Title: 'Headband' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Backpack_C_Green' | Title: 'Sleek Backpack' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PaperBag' | Title: 'Paper Bag' | Type: Accessory | Price: 250
[Info   :BoboBay.Archipelago] [APDebug] Item: 'SunWukongHeadpiece_Black' | Title: 'Sun Wukong Headpiece' | Type: Accessory | Price: 300
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Shield_A_Dark' | Title: 'Shield' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'HyperGirlyRibbon_Pink' | Title: 'Hyper Girly Ribbon' | Type: Accessory | Price: 410
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Parrot_Arms' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Dog_Cracker' | Title: 'Dog Cracker' | Type: Snack | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Juicy Waterwelon' | Title: 'Juicy Waterwelon' | Type: Snack | Price: 85
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Backpack_G_White_Purple' | Title: 'Classic Backpack' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'SunWukongHeadpiece_Brown' | Title: 'Sun Wukong Headpiece' | Type: Accessory | Price: 300
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Mouse_Cracker' | Title: 'Mouse Cracker' | Type: Snack | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'HipGlasses_Blue' | Title: 'Hip Glasses' | Type: Accessory | Price: 130
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Gators_Green' | Title: 'Gators' | Type: Accessory | Price: 300
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BunnyBackpack_Brown' | Title: 'Bunny Backpack' | Type: Accessory | Price: 575
[Info   :BoboBay.Archipelago] [APDebug] Item: 'HipGlasses_White' | Title: 'Hip Glasses' | Type: Accessory | Price: 130
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Flippers_Black' | Title: 'Flippers' | Type: Accessory | Price: 350
[Info   :BoboBay.Archipelago] [APDebug] Item: 'HipGlasses_Brown' | Title: 'Hip Glasses' | Type: Accessory | Price: 130
[Info   :BoboBay.Archipelago] [APDebug] Item: 'SeedPacket_Fuego de amor' | Title: 'Fuego de amor Seeds' | Type: Seed | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'T-Rex_Feet' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PandaBear_Feet' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Backpack_D_Orange_Green' | Title: 'Cute Backpack' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'SunHat_Beige' | Title: 'Sun Hat' | Type: Accessory | Price: 220
[Info   :BoboBay.Archipelago] [APDebug] Item: 'GrindShoes_Red' | Title: 'Grind Shoes' | Type: Accessory | Price: 1500
[Info   :BoboBay.Archipelago] [APDebug] Item: 'SeedPacket_Leafberry' | Title: 'Leafberry Seeds' | Type: Seed | Price: 175
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PandaBear_Ears' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'CowboyHat_DarkBrown' | Title: 'Cowboy Hat' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Tie_WhiteB' | Title: 'Tie' | Type: Accessory | Price: 450
[Info   :BoboBay.Archipelago] [APDebug] Item: 'ArrowThroughHead' | Title: 'Arrow' | Type: Accessory | Price: 600
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BaseballCap_Blue' | Title: 'Baseball Cap' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Backpack_B_Green' | Title: 'Cool Backpack' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Octopus_Arms' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'CyclingGlasses_BlueFrame_BlueLens' | Title: 'Cycling Glasses' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BaseballCap_Purple' | Title: 'Baseball Cap' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BucketHat_Blue' | Title: 'Bucket Hat' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BaseballCap_Sea' | Title: 'Baseball Cap' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'NapSack_Green' | Title: 'Drawstring Bag' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Elephant Cracker' | Title: 'Elephant Cracker' | Type: Snack | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'HeadbandWithBow_White' | Title: 'Headband' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'NapSack_Purple' | Title: 'Drawstring Bag' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BigBeard_Brown' | Title: 'Pointy Beard' | Type: Accessory | Price: 750
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BigBow_Blue' | Title: 'Big Bow' | Type: Accessory | Price: 250
[Info   :BoboBay.Archipelago] [APDebug] Item: 'HipSunGlasses_Black' | Title: 'Hip Glasses' | Type: Accessory | Price: 130
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Parrot_Tail' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PixelGlasses_Blue' | Title: 'Pixel Glasses' | Type: Accessory | Price: 250
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Smoothie Berry Bowl' | Title: 'Starfire Bowl' | Type: Snack | Price: 30
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Backpack_G_White_Blue' | Title: 'Classic Backpack' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'EyeScanner' | Title: 'Eye Scanner' | Type: Accessory | Price: 850
[Info   :BoboBay.Archipelago] [APDebug] Item: 'ConicalHat' | Title: 'Conical Hat' | Type: Accessory | Price: 300
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PixelGlasses_Yellow' | Title: 'Pixel Glasses' | Type: Accessory | Price: 250
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Crab_Arms' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Smoothie Welon Bowl' | Title: 'Rainforest Bowl' | Type: Snack | Price: 33
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Scarf_Gray' | Title: 'Scarf' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Backpack_B_Purple' | Title: 'Cool Backpack' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'KnitHat_Yellow' | Title: 'Knit Hat' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PlagueDoctorMask' | Title: 'Plague Doctor Mask' | Type: Accessory | Price: 600
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Wreath_Gold' | Title: 'Wreath' | Type: Accessory | Price: 500
[Info   :BoboBay.Archipelago] [APDebug] Item: 'StrawHat_Black' | Title: 'Straw Hat' | Type: Accessory | Price: 100
[Info   :BoboBay.Archipelago] [APDebug] Item: 'CopGlasses_Gold' | Title: 'Aviators' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Backpack_C_Red' | Title: 'Sleek Backpack' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Headband_Pink' | Title: 'Headband' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Juicy Galaxyberry' | Title: 'Juicy Galaxyberry' | Type: Snack | Price: 70
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Backpack_D_Orange_Black' | Title: 'Cute Backpack' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'LightBulb' | Title: 'Light Bulb' | Type: Accessory | Price: 900
[Info   :BoboBay.Archipelago] [APDebug] Item: 'CyclingGlasses_GreenFrame_BlueLens' | Title: 'Cycling Glasses' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'ClassicPartyHat_Green' | Title: 'Classic Party Hat' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Horse Cracker' | Title: 'Horse Cracker' | Type: Snack | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Backpack_G_White_Green' | Title: 'Classic Backpack' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'HipGlasses_Black' | Title: 'Hip Glasses' | Type: Accessory | Price: 130
[Info   :BoboBay.Archipelago] [APDebug] Item: 'SeedPacket_Waterwelon' | Title: 'Waterwelon Seeds' | Type: Seed | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'CoolHelmet_Eyes' | Title: 'Cool Helmet' | Type: Accessory | Price: 500
[Info   :BoboBay.Archipelago] [APDebug] Item: 'SeedPacket_Sunwelon' | Title: 'Sunwelon Seeds' | Type: Seed | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'SwimGoggles_Green' | Title: 'Swim Goggles' | Type: Accessory | Price: 300
[Info   :BoboBay.Archipelago] [APDebug] Item: 'HeartGlasses_Purple' | Title: 'Heart Glasses' | Type: Accessory | Price: 300
[Info   :BoboBay.Archipelago] [APDebug] Item: 'ClassicPartyHat_White' | Title: 'Classic Party Hat' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'NoxHead' | Title: 'Nox Headpiece' | Type: Accessory | Price: 400
[Info   :BoboBay.Archipelago] [APDebug] Item: 'MedusaHead' | Title: 'Medusa Headpiece' | Type: Accessory | Price: 500
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Backpack_G_White_Black' | Title: 'Classic Backpack' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BigBow_White' | Title: 'Big Bow' | Type: Accessory | Price: 250
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Bobogotchi_Blue' | Title: 'Bobogotchi' | Type: Accessory | Price: 500
[Info   :BoboBay.Archipelago] [APDebug] Item: 'NapSack_Blue' | Title: 'Drawstring Bag' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Backpack_H_ForestGreen' | Title: 'Nice Backpack' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'ClassicPartyHat_Purple' | Title: 'Classic Party Hat' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'VintageGlasses_Gold' | Title: 'Vintage Glasses' | Type: Accessory | Price: 250
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Monocle_Gold' | Title: 'Monocle' | Type: Accessory | Price: 1600
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Fedora_Gray' | Title: 'Cool Fedora' | Type: Accessory | Price: 350
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Gumball_NoBody' | Title: 'Gumball' | Type: Snack | Price: 5
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Mushroom' | Title: 'Manubello Mushroom' | Type: Snack | Price: 60
[Info   :BoboBay.Archipelago] [APDebug] Item: 'VitaDrop_Checkers_B' | Title: 'Vita Drop' | Type: Snack | Price: 600
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Stone Sagine' | Title: 'Sagine Stone' | Type: Snack | Price: 100
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Tie_Blue' | Title: 'Tie' | Type: Accessory | Price: 450
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Penguin_Beak_Natural' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Coral de amor_Tutorial' | Title: 'Coral de amor' | Type: Snack | Price: 10
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Golden Palmwelon' | Title: 'Golden Palmwelon' | Type: Snack | Price: 350
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Super_Parrot_Cracker' | Title: 'Super Parrot Cracker' | Type: Snack | Price: 500
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Ollie'sDrinkHat' | Title: 'Big Bow' | Type: Accessory | Price: 250
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Unripe Cheetanana' | Title: 'Small Cheetanana' | Type: Snack | Price: 10
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BaseballCap_Camo' | Title: 'Baseball Cap' | Type: Accessory | Price: 250
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BigBeard_Black' | Title: 'Pointy Beard' | Type: Accessory | Price: 750
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Super_Cat_Cracker' | Title: 'Super Cat Cracker' | Type: Snack | Price: 400
[Info   :BoboBay.Archipelago] [APDebug] Item: 'VitaDrop_Dots_A' | Title: 'Vita Drop' | Type: Snack | Price: 600
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Eternal Fruit' | Title: 'Eternal Fruit' | Type: Snack | Price: 350
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Golden Skyberry' | Title: 'Golden Skyberry' | Type: Snack | Price: 350
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Golden Cheetanana' | Title: 'Golden Cheetanana' | Type: Snack | Price: 350
[Info   :BoboBay.Archipelago] [APDebug] Item: 'WeddingVeil' | Title: 'Wedding Veil' | Type: Accessory | Price: 900
[Info   :BoboBay.Archipelago] [APDebug] Item: 'CyclingGlasses_WhiteFrame_PinkLens' | Title: 'Cycling Glasses' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'VitaDrop_Stone' | Title: 'Vita Drop' | Type: Snack | Price: 600
[Info   :BoboBay.Archipelago] [APDebug] Item: 'VitaDrop_Hex' | Title: 'Vita Drop' | Type: Snack | Price: 600
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Super_Bat_Cracker' | Title: 'Super Bat Cracker' | Type: Snack | Price: 400
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Unripe Palmwelon' | Title: 'Small Palmwelon' | Type: Snack | Price: 10
[Info   :BoboBay.Archipelago] [APDebug] Item: 'RoyalCrown' | Title: 'Royal Crown' | Type: Accessory | Price: 2000
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BowTie_Black' | Title: 'Bow Tie' | Type: Accessory | Price: 400
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Old Rosa de amor' | Title: 'Old Rosa de amor' | Type: Snack | Price: 7
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Pumpkin' | Title: 'Pumpkin' | Type: Accessory | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Rosenana_Tutorial' | Title: 'Rosenana' | Type: Snack | Price: 10
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Tie_White' | Title: 'Tie' | Type: Accessory | Price: 450
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Corn Milk' | Title: 'Corn Milk' | Type: Snack | Price: 50
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PointyBeard_Secondary' | Title: 'Pointy Beard' | Type: Accessory | Price: 850
[Info   :BoboBay.Archipelago] [APDebug] Item: 'VitaDrop_Stripes_B' | Title: 'Vita Drop' | Type: Snack | Price: 600
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Stone Ropaz' | Title: 'Ropaz Stone' | Type: Snack | Price: 85
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PixelGlasses_Gold' | Title: 'Pixel Glasses' | Type: Accessory | Price: 1500
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Stone Azul' | Title: 'Azul Stone' | Type: Snack | Price: 100
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Baked_Macarons' | Title: 'Macarons' | Type: Snack | Price: 18
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Restaurant_Salad' | Title: 'Salad' | Type: Snack | Price: 400
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Baked_Brownie' | Title: 'Brownie' | Type: Snack | Price: 29
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Baked_CinnamonRoll' | Title: 'Cinnamon Roll' | Type: Snack | Price: 38
[Info   :BoboBay.Archipelago] [APDebug] Item: 'TopHat_Big_White' | Title: 'Top Hat' | Type: Accessory | Price: 700
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Headband_Eyes' | Title: 'Headband' | Type: Accessory | Price: 150
[Info   :BoboBay.Archipelago] [APDebug] Item: 'HipSunGlasses_Secondary' | Title: 'Hip Glasses' | Type: Accessory | Price: 130
[Info   :BoboBay.Archipelago] [APDebug] Item: 'VitaDrop_Hearts' | Title: 'Vita Drop' | Type: Snack | Price: 600
[Info   :BoboBay.Archipelago] [APDebug] Item: 'VintageGlasses_RedLenses' | Title: 'Vintage Glasses' | Type: Accessory | Price: 250
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Restaurant_BakedPotato' | Title: 'Baked Potato' | Type: Snack | Price: 460
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Pumps_Black' | Title: 'Pumps' | Type: Accessory | Price: 1000
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Thick Pie with Love' | Title: 'Thick Pie With Love' | Type: Snack | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Super_Bear_Cracker' | Title: 'Super Bear Cracker' | Type: Snack | Price: 400
